traditional,simplified,pronunciation,audio,radical,definitions,pos
偷拈,偷拈,thau ni,6984,,偷拿。原指是用手指夾取東西，分量並不多。,動
偷掠,偷掠,thau-lia̍h,7000,,偷抓、偷捉。偷偷的捉取。,動
偷提,偷提,thau-the̍h,7003,,偷取、偷拿。以不正當的方式，竊取他人物品、資料等。,動
偷揜,偷揜,thau-iap,7004,,偷偷摸摸的拿或取的動作。,動
偷生的,偷生的,thau-senn--ê/thau-sinn--ê,6969,,私生子。一對男女在沒有合法婚姻關係下所生的子女。,名
偷看,偷看,thau khuànn,6988,,偷窺、作弊。偷偷地看、暗中察看，也可以引申為作弊。,動
偷聽,偷听,thau thiann,7026,,竊聽。,動
偷食,偷食,thau tsia̍h,6989,,偷吃。,動
偷食步,偷食步,thau-tsia̍h-pōo,6990,,作弊、投機取巧。利用時機、不守規定、不按部就班而獲取利益。,動
傀儡,傀儡,ka-lé,8179,,線控木偶。|臺灣南部漢人對山地原住民的稱呼。,名|名
傀儡戲,傀儡戏,ka-lé-hì,8180,,用絲線牽動木偶來表演的戲。廣義的包括所有的木偶戲。,名
傍,傍,pn̄g,8175,人,依靠、依附、託附。|分租、分攤。|添加、添附上去。,動|動|動
傑出,杰出,kia̍t-tshut,8177,,才能出眾，高出一般人之上。,形
傘,伞,suànn,8176,人,用來遮陽、擋雨的用具。,名
備查,备查,pī-tsa,8178,,預作準備，以供檢查。,動
備辦,备办,pī-pān,14354,,準備、張羅。,動
催,催,tshui,9313,人,促使行動開始，或加速進行。,動
催油,催油,tshui-iû,14412,,騎機車時轉動油門把手，或開車時踩油門加速。,動
催生,催生,tshui-sing,9341,,用藥物或其他方法，使胎兒提早出生。,動
傱,傱,tsông,9314,人,慌亂奔忙。|為某種目的四處奔走。,動|動
傱錢,傱钱,tsông-tsînn,9373,,四處奔走籌錢。,動
傳,传,thn̂g,9315,人,傳宗接代。|遺傳。,動|動
傳,传,thuân,9316,人,由上代延續到下代。|散播。|轉交、遞送。,動|動|動
傳後嗣,传后嗣,thn̂g-hiō-sū,9348,,傳宗接代。,熟
傳授,传授,thuân-siū,9361,,將知識或技能教授給別人。,動
傳染,传染,thuân-jiám/thuân-liám,9349,,疾病由某一個體侵入另外一個個體。可分為直接接觸的直接傳染，以及需靠媒介傳播病菌的間接傳染。,動
傳票,传票,thuân-phiò,9363,,法律上指訴訟過程中，法院或檢察機關為了傳喚訴訟當事人或關係人所簽發的法定正式憑據。,名
傳種,传种,thn̂g-tsíng,9369,,傳宗接代。使生命繁衍下去，綿延不絕。,動
債,债,tsè,9317,人,積欠他人的錢財。|喻前世因果關係。,名|名
債主,债主,tsè-tsú,9338,,債權人。對於特定的人得依法要求其以金錢或勞力償還債務權利的人。,名
債券,债券,tsè-kǹg,9346,,一種有價證券。持有證券的人可以按期取得固定的利息，並在證券到期日取回本金。,名
債務,债务,tsè-bū,9359,,指負債的人所要擔負償債的義務。,名
債權,债权,tsè-khuân,9377,,依法要求債務人償還錢財和履行一定行為的權利。,名
傷,伤,siong,9318,人,皮肉破損的地方。|受傷、有害於。,名|動
傷,伤,siunn,9319,人,太、過分於。,副
傷口,伤口,siong-kháu,9334,,見【空喙】khang-tshuì 條。,
傷天害理,伤天害理,siong-thian-hāi-lí,9336,,指人違背天理、泯滅人性。,形
傷害,伤害,siong-hāi,9355,,指生理或心理受到損害。,動
傷心,伤心,siong-sim,9335,,心中悲痛。,動
傷本,伤本,siong-pún,9340,,成本花費較高。,形
傷痕,伤痕,siong-hûn,9362,,受傷後所留下的痕跡。,名
傷腦筋,伤脑筋,siong-náu-kin/siong-náu-kun,9366,,指事情麻煩而不易解決。,熟
傷跡,伤迹,siong-jiah/siong-liah,9367,,傷疤。傷口癒合後留下的疤痕。,名
傷重,伤重,siong-tiōng,9351,,費用昂貴。|病情嚴重。,形|形
傷風敗俗,伤风败俗,siong-hong-pāi-sio̍k,9354,,敗壞社會風俗習慣。,熟
像,像,tshiūnn,10405,人,相似。|如、如同。,動|副
像,像,siōng,10406,人,人、物的形態。,名
僥,侥,hiau,10407,人,原本是平整的物體因外力或放久了而變彎。|翻動、搜尋。|背約、毀約。,動|動|動
僥倖,侥幸,hiau-hīng,10426,,表可憐、惋惜、遺憾。|行事不義，有負其他人。,形|形
僥倖錢,侥幸钱,hiau-hīng-tsînn,10427,,不義之財、黑心錢。,名
僥倖錢，失德了；冤枉錢，跋輸筊。,侥幸钱，失德了；冤枉钱，跋输筊。,"Hiau-hīng-tsînn, sit-tik liáu, uan-óng tsînn, pua̍h-su kiáu. ",60338,,誡人勿貪非分及不義之財，不義之財，怎麼來就怎麼去。,
僥心,侥心,hiau-sim,10420,,變心。改變原來對某人的感情與心意。,動
僫,僫,oh,10408,人,困難、不容易。|慢。,形|形
僫做,僫做,oh tsò/oh tsuè,10429,,難做。,熟
僫講,僫讲,oh kóng,10439,,難說、不好講。,熟
僭位,僭位,tsiàm-uī,10423,,超越本份，侵犯到在上位的職權。,名
僭話,僭话,tsiàm-uē,10433,,搶話。,動
價,价,kè,10991,人,事物所值的具體金錢數。|人、事、物所值的抽象地位或身分。,名|名
價值,价值,kè-ta̍t,10998,,物品的價值或評斷事物標準的程度。,名
價數,价数,kè-siàu,11004,,價格。以貨幣所表現的商品價值。,名
價錢,价钱,kè-tsînn,11005,,價格、價碼。,名
僻靜,僻静,phiah-tsīng,11006,,形容地方偏僻而寂靜。,形
億,亿,ik,10992,人,一萬萬。,數
儉,俭,khiām,10993,人,節儉。|節省金錢。,形|動
儉儉仔用,俭俭仔用,khiām-khiām-á īng,11003,,節用、節儉、節省。見【節省】tsiat-síng 條。,
儉腸凹肚,俭肠凹肚,khiām-tn̂g-neh-tōo,11002,,縮衣節食、省吃儉用。節省日常生活上的飲食開支。,形
儉錢,俭钱,khiām-tsînn,11007,,存錢。,動
儑,儑,gām,11625,人,責罵人因無知或不識趣而做出不適宜的蠢事。,形
儑面,儑面,gām-bīn,11634,,責罵人因無知或不識趣而做出不適宜的蠢事。,形
儑頭儑面,儑头儑面,gām-thâu-gām-bīn,11637,,見【儑面】gām-bīn 條。,
優先,优先,iu-sian,12161,,在次序上先實行。,動
優待,优待,iu-thāi,12163,,給與優厚的待遇。,動
優秀,优秀,iu-siù,12162,,才能出眾。,形
優美,优美,iu-bí,12164,,優雅、美好。形容人、事物、動作優婉嫻雅，令人產生舒服的美感。,形
優點,优点,iu-tiám,12166,,好處、長處。,名
儼硬,俨硬,giám-ngē/giám-ngī,14603,,堅強。|硬朗。,形|形
允,允,ín/ún,582,儿,承諾、答應。,動
允人,允人,ín--lâng/ún--lâng,601,,答應別人。,動
允准,允准,ín-tsún/ún-tsún,701,,允許、准許。,動
允頭路,允头路,ín-thâu-lōo/ún-thâu-lōo,1182,,找工作。,動
元宵,元宵,Guân-siau,703,,元宵節、上元節。我國傳統民俗節日之一。農曆正月十五日為天官大帝誕辰，清晨會祭拜三界公。,名
元氣,元气,guân-khì,710,,精神。指一個人的體力氣力。源自日語。,名
元神,元神,guân-sîn,712,,指人的精神、靈魂。,名
元首,元首,guân-siú,699,,一國最高的首長。在君主國家，大多為世襲的君主；在共和國家則稱作總統、主席等，大致由直接或間接選舉產生。,名
兄,兄,hiann,1321,儿,哥哥。稱謂。同輩血親中年齡大於自己的人。|對他人的尊稱。,名|名
兄哥,兄哥,hiann-ko,1358,,哥哥。稱謂。對兄長的稱呼。|對男性的稱呼。,名|名
兄嫂,兄嫂,hiann-só,1374,,嫂子、嫂嫂。稱謂。稱呼兄長的妻子或對朋友妻子的敬稱。,名
兄弟,兄弟,hiann-tī,1335,,男子同胞先出生的稱為「兄」，後出生的稱為「弟」，兄弟即哥哥和弟弟。|泛指意氣相投的朋友。|特指黑社會人物。,名|名|名
兄弟姊妹,兄弟姊妹,hiann-tī-tsí-muē/hiann-tī-tsí-bē,1336,,同胞手足。|在對大眾演說、講話時用來稱呼聽眾。,名|名
兄弟若仝心，烏塗變成金。,兄弟若仝心，乌涂变成金。,"Hiann-tī nā kāng sim, oo-thôo piàn-sîng kim. ",60118,,兄弟同心，其利斷金。,
兄長,兄长,hing-tióng,1347,,稱謂。稱呼自己的哥哥。|對同輩男性朋友的尊稱。,名|名
充公,充公,tshiong-kong,1327,,將犯法的人所擁有的財物予以沒收，並上繳給有關單位。|私人財物充作團體公用。,動|動
充分,充分,tshiong-hun,1328,,足夠，完全。,形
充滿,充满,tshiong-buán,1378,,填足、裝滿。,動
充血,充血,tshiong-hiat,1334,,局部的動脈或微血管因受刺激而引起血量增加、血流加速的現象。,動
充足,充足,tshiong-tsiok,1339,,充分足夠。,形
兆,兆,tiāu,2061,儿,一萬億。|龜甲、獸骨等燒灼後所出現的裂紋，古人藉以占卜吉凶。後則通稱事情發生前所顯露的徵候、跡象。,數|名
兇狂,凶狂,hiong-kông,2072,,慌張。,形
先,先,sian,2062,儿,首、第一。|前。時間或次序上比較前面。|對已經過世者的尊稱。|對某些特定身份者的稱呼，表示尊敬。|對從事某種技藝、具有某些嗜好者的稱呼，有諷刺意味。,形|時|形|名|名
先,先,sing,2063,儿,前。指時間上比較早的或是次序上比較前的。,時
先生,先生,sian-sinn,2069,,教師。|醫生。|稱謂。對男性的稱呼。|對知識份子、有德行或專門技能者、道士的尊稱。,名|名|名|名
先生娘,先生娘,sian-sinn-niû,2070,,師母、醫生夫人。稱呼醫生或老師的妻子。,名
先生媽,先生妈,sian-sinn-má,2071,,太師母。稱呼醫生或老師的母親。|巫婆。稱呼道教中從事各種儀式、代人祈禱、求鬼神賜福、解決問題的女性。,名|名
先的,先的,sian--ê,13689,,對於在其專業領域為德高望重者的敬稱。,名
先知,先知,sian-ti,2077,,預言家。|預先知道。|智慧、知覺比一般人還高的人。,名|動|名
先覺,先觉,sian-kak,2108,,先知。智慧比常人高，可以預先領悟事理的人。,名
先輩,先辈,sian-puè,2102,,前輩、先進。尊稱年齡或輩份較長的人。,名
先進,先进,sian-tsìn,2096,,先輩、前輩。|指最進步，可成為學習、效仿對象的。,名|形
光,光,kng,2064,儿,視覺所能接受的一種波，給人亮的感覺。|變亮。|明亮、發亮的樣子。|空無一物的樣子。|無遮掩。|通曉、明白。|平滑。,名|動|形|形|形|動|形
光,光,kong,2065,儿,視覺所能接受的一種波，給人亮的感覺。|閃亮耀眼，多用在抽象的感覺。,名|形
光復,光复,kong-ho̍k,2088,,失去再收回。,動
光明,光明,kong-bîng,2076,,比喻希望。,名
光景,光景,kong-kíng,2091,,情況、境況。|風景。,名|名
光榮,光荣,kong-îng,2100,,光彩榮耀，指很有面子。,名
光面,光面,kng-bīn,2080,,光滑的表面。,形
光頭,光头,kng-thâu,2105,,頭上不留頭髮。,名
克,克,khik,2882,儿,忍受。|制服、能、勝。,動|動
克服,克服,khik-ho̍k,2913,,克服、排除困難。,動
克虧,克亏,khik-khui,2951,,吃虧。|可憐、委屈。,形|形
兌,兑,tuē,2883,儿,交換。,動
兌,兑,tuī,2884,儿,憑票據支付或領取現金。|實踐。,動|動
兌換,兑换,tuī-uānn,2936,,交換、改換。以等值的兩物(通常是金錢)互相交換。,動
免,免,bián,2885,儿,不必、不用、不需要。|去除、避掉。,動|動
免數想,免数想,bián siàu-siūnn,2947,,休想、甭想。,副
免稅,免税,bián-suè/bián-sè,2937,,不用繳稅金。,動
免費,免费,bián-huì,2938,,不用繳付費用。,動
免錢飯,免钱饭,bián-tsînn-pn̄g,2950,,牢飯。不用花錢就有飯吃，是一種調侃的說法。,名
免驚,免惊,bián-kiann,2957,,不怕、別怕。,動
兔,兔,thòo,3596,儿,兔子。,名
兔仔,兔仔,thòo-á,3634,,兔子。哺乳動物。草食性，耳大，尾短且上翹，上脣中裂，後腿比前腿長，善跳躍。毛色為灰、白或褐色不等。性溫和且外型可愛，故常被飼養為寵物。,名
兔仔尾,兔仔尾,thòo-á-bué/thòo-á-bé,3638,,哀杖。見【孝杖】hà-thn̄g 條。,
兜,兜,tau,6941,儿,家、居住所。|腳下、跟前。|在附近、左右的意思。,名|位|位
入,入,ji̍p/li̍p,54,入,進。從外面進到裡面。|裝進。|收進帳款。,動|動|動
入人門，順人意。,入人门，顺人意。,"Ji̍p lâng mn̂g, sūn lâng ì. ",60052,,女子出嫁後，要順從丈夫及翁姑之意。,
入來,入来,ji̍p-lâi/li̍p-lâi,14634,,進來。從外面進到裡面。,動
入厝,入厝,ji̍p-tshù/li̍p-tshù,130,,新居落成，搬入新家。,動
入去,入去,ji̍p-khì/li̍p-khì,14633,,進去。從外面進到裡面。,動
入土,入土,ji̍p-thóo/li̍p-thóo,80,,埋葬。將亡者的遺體葬入土中。,動
入場,入场,ji̍p-tiûnn/li̍p-tiûnn,149,,進場。進入會場、試場或戲院等特定場所。,動
入學,入学,ji̍p-o̍h/li̍p-o̍h,160,,開始進入學校學習、求學。,動
入心,入心,ji̍p-sim/li̍p-sim,13915,,專心，用心，常做補語。|進入心坎裡，常做補語。|形容接受進去，常做補語。,動|動|動
入教,入教,ji̍p-kàu/li̍p-kàu,144,,信教、皈依。,動
入木,入木,ji̍p-bo̍k/li̍p-bo̍k,86,,入殮。把死者放進棺木中。,動
入殮,入殓,ji̍p-liām/li̍p-liām,165,,將亡者的遺體放入棺木中。,動
入耳,入耳,ji̍p-ní/li̍p-ní,104,,聽進耳裡。,副
入聲,入声,ji̍p-siann/li̍p-siann,166,,漢語的調類之一，聲音短促而急，現今華語音中已無入聲，但是在閩南語和客語中仍有保留。,名
入虎口，無死也烏漚。,入虎口，无死也乌沤。,"Ji̍p hóo kháu, bô sí iā oo-áu.",60053,,獵物進入老虎嘴裡，不死也只剩半條命。比喻金錢等貴重物品若交給了危險人物，將無以全身而退。,
入選,入选,ji̍p-suán/li̍p-suán,161,,中選。被選上、被選入。,動
入門,入门,ji̍p-mn̂g/li̍p-mn̂g,118,,進門。|婦女嫁到夫家。|初步學會。|指初階讀物，多用在書名。,動|動|動|名
入院,入院,ji̍p-īnn/li̍p-īnn,140,,住院。因為生病住進醫院就醫。,動
內,内,lāi,583,入,裡。裡面。|在某一段時間之中。|父親這方的親屬。|指國內的政務。,位|名|名|名
內,内,luē,584,入,裡。裡面。|指妻子這方的親屬。|指國內的政務。,位|名|名
內䘥仔,内䘥仔,lāi-kah-á,599,,無袖內衣。,名
內傷,内伤,lāi-siong,746,,指身體內部器官所受的傷害。|內心感情受到的傷害。,名|名
內公,内公,lāi-kong,611,,祖父。此為敘述用法，一般當面稱為「阿公」(a-kong)。,名
內地,内地,lāi-tē/lāi-tuē,657,,距離邊界、沿海或港埠較遠的內陸地區。,名
內場,内场,lāi-tiûnn,731,,賭博中，稱莊家為「內場」。|在戲劇演出中，負責演奏樂器的人。,名|名
內外,内外,lāi-guā,641,,裡面和外面。,名
內套,内套,lāi-thò,702,,內衣。,名
內奶,内奶,lāi-ling/lāi-ni,643,,內胎。指裝在輪胎裡，帶有氣嘴的環形橡膠胎。,名
內媽,内妈,lāi-má,749,,祖母。稱謂。爸爸的媽媽。此為敘述用法，一般面稱為「阿媽」(a-má)。,名
內孫,内孙,lāi-sun,704,,嫡孫。直系孫子，兒子所生的孩子。,名
內容,内容,luē-iông,705,,事物內部所包含的實質或意義。,名
內山,内山,lāi-suann,603,,深山裡面。,名
內山斗底,内山斗底,lāi-suann-táu-té/lāi-suann-táu-tué,13662,,深山窮谷。偏僻荒涼的深山野谷。,名
內底,内底,lāi-té/lāi-tué,674,,裡面、內部。,位
內心,内心,luē-sim,623,,心裡、心中。,名
內情,内情,luē-tsîng,721,,實情。內部真實的情況。,名
內才,内才,lāi-tsâi,604,,內涵。一個人的內在修為、學識、才華。,名
內政,内政,luē-tsìng,685,,國家內部的政事。,名
內神通外鬼。,内神通外鬼。,Lāi sîn thong guā kuí. ,60095,,指內部人員串通外面的人，做出不利的事。,
內科,内科,lāi-kho,692,,依照病人對症狀的敘述，以用藥、打針來治療身體內部的各種疾病，而不動外科手術。,名
內籬仔,内篱仔,lāi-lî-á,13663,,監獄。非正式說法。,名
內行,内行,lāi-hâng,662,,對某種事或工作有豐富的知識和經驗。,形
內行的,内行的,lāi-hâng--ê,663,,行家、專家。,名
